,Name,IMDB Rating,Duration,Year,Age,Subtitles Available,Genres,Subtitles
2688,Hemlock Society,7.4,135 min,2012,18+,,"Comedy, Comedy: Drama, World Cinema: Indian",
2689,Paisa,6.4,137 min,2014,18+,,"Comedy: Crime, Comedy: Drama, World Cinema: Indian",
2690,Singh Is King,5.7,130 min,2008,All Ages,CC,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",English
2691,Daddy’s Home,6.1,96 min,2015,NR,CC,Comedy,"English [CC], हिन्दी"
2692,Half Ticket,7.5,119 min,1962,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2693,Venky,7.2,168 min,2004,All Ages,,"Comedy: Drama, Drama: Comedy, Drama: Crime, Drama: Romance, World Cinema: Indian",
2694,Honeymoon Travels Pvt Ltd,6.1,118 min,2007,NR,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2695,Yamala Pagla Deewana,5.7,152 min,2011,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2696,Ramgarh Ke Sholay,4.9,124 min,1991,All Ages,,"Bollywood: Comedy, Comedy: Crime, Comedy: Spoof, World Cinema: Indian",
2697,Peechha Karro,6.7,114 min,1986,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2698,Valu,7.3,121 min,2008,All Ages,CC,"Comedy: Drama, World Cinema: Indian",English
2699,Thiruda Thiruda,7.2,170 min,1993,All Ages,CC,"Comedy: Action/Adventure, World Cinema: Indian",English [CC]
2700,School of Rock,7.1,109 min,2003,13+,CC,"Comedy: Musical, Music/Musical: Music – Rock/Pop",English
2701,Matichya Chuli,7.4,132 min,2006,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2702,Bangali Babu English Mem,6.1,139 min,2014,All Ages,,"Comedy, Romance, Romance: Drama, World Cinema: Indian",
2703,Forget Paris,6.4,101 min,1995,13+,CC,"Comedy: Drama, Comedy: Romance","English, English [CC]"
2704,Tim Burton’s Corpse Bride,7.4,77 min,2005,7+,CC,"Horror, Comedy: Romance, Drama: Romance, Drama: Mystery, Thriller",
2705,The Informant!,6.5,108 min,2009,18+,CC,"Comedy: Crime, Comedy: Drama, Drama: Historical",
2706,Current Theega,5.4,129 min,2014,13+,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2707,Action Replayy,4.1,125 min,2010,All Ages,,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Comedy, Drama, Drama: Bollywood, Drama: Period, Drama: Romance, Sci-Fi/Fantasy, World Cinema: Indian",
2708,Austin Powers in Goldmember,6.2,94 min,2002,13+,CC,"Comedy, Comedy: Crime",English [CC]
2709,Pheka Pheki,6.9,117 min,1989,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2710,Namo Venkatesa,7.4,151 min,2010,All Ages,,"Comedy: Drama, World Cinema: Indian",
2711,Beverly Hills Cop II,6.4,102 min,1987,18+,CC,"Comedy: Action/Adventure, Comedy: Crime",
2712,3000 Miles to Graceland,5.9,124 min,2001,18+,CC,"Action/Adventure, Comedy, Action/Adventure: Crime, Comedy: Crime",English [CC]
2713,Funny Face,7.1,103 min,1957,NR,CC,"Comedy, Comedy: Musical, Comedy: Romance, Music/Musical: Musical",English
2714,Kshanbhar Vishranti,6.8,138 min,2010,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2715,Bindaas,5.3,152 min,2014,13+,,"Comedy: Drama, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2716,National Lampoon’s European Vacation,6.1,93 min,1985,13+,,"Comedy: Action/Adventure, Comedy: Mature",
2717,My Big Fat Greek Wedding,6.6,94 min,2002,7+,CC,"Comedy: Drama, Comedy: Romance",
2718,Ee Rojullo,5.8,129 min,2012,All Ages,,"Comedy: Drama, Drama: Romance, Romance: Drama, World Cinema: Indian",
2719,Besh Korechi Prem Korechi,5.0,143 min,2015,All Ages,,"Comedy, Comedy: Action/Adventure, Romance, World Cinema: Indian",
2720,Barbarella,5.9,98 min,1968,NR,CC,"Comedy: Action/Adventure, Comedy: Sci-Fi/Fantasy, Sci-Fi/Fantasy: Action/Adventure, Sci-Fi/Fantasy: Comedy",English [CC]
2721,Ek Aur Ek Gyarah,6.1,153 min,2003,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, World Cinema: Indian",English
2722,Dulhe Raja,6.5,143 min,1998,All Ages,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2723,The Wedding Singer,6.8,97 min,1998,13+,CC,"Comedy: Drama, Comedy: Romance",
2724,Maverick,7.0,126 min,1994,7+,CC,"Comedy: Action/Adventure, Western",
2725,Agadbam,4.3,127 min,2010,All Ages,,"Comedy: Drama, World Cinema: Indian",
2726,Bombay to Goa,6.9,136 min,1972,All Ages,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Crime, Drama: Romance, World Cinema: Indian",English [CC]
2727,Singaravelan,7.3,151 min,1992,All Ages,CC,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",English [CC]
2728,Bindas,6.8,143 min,2010,13+,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2729,Vennela One and Half,,134 min,2012,18+,,"Comedy: Romance, World Cinema: Indian",
2730,Iraada Pakka,5.7,131 min,2010,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2731,Aha Naa Pellanta,5.9,131 min,2011,13+,,"Comedy: Drama, World Cinema: Indian",
2732,Goley Maley Pirit Koro Na,,119 min,2013,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2733,Routine Love Story,6.3,124 min,2012,13+,,"Comedy: Romance, Drama: Comedy, World Cinema: Indian",
2734,Hari Puttar: A Comedy of Terrors,2.0,82 min,2008,All Ages,,"Bollywood: Comedy, Comedy: Crime, Family: Comedy, World Cinema: Indian",
2735,Wild Wild West,4.8,105 min,1999,7+,CC,"Western, Sci-Fi/Fantasy, Action/Adventure: Crime, Sci-Fi/Fantasy, Comedy",
2736,Next Friday,6.1,98 min,2000,18+,CC,Comedy: Romance,"English, English [CC]"
2737,Shahanpan Dega Devaa,3.9,115 min,2011,13+,,"Comedy, World Cinema: Indian",
2738,Austin Powers: The Spy Who Shagged Me,6.6,95 min,1999,13+,CC,Comedy,
2739,Vegas Vacation,5.9,94 min,1997,7+,,Comedy,
2740,Sasu Numbri Jawai Dus Numbri,5.5,137 min,2008,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2741,Doosukeltha,6.3,161 min,2013,18+,,"Comedy: Drama, Drama: Romance, World Cinema: Indian",
2742,John Appa Rao 40 plus,4.4,154 min,2008,13+,,"Comedy: Drama, World Cinema: Indian",
2743,A Aa E Ee,6.0,137 min,2009,All Ages,CC,"Comedy, Romance, World Cinema: Indian",English [CC]
2744,Saradaga Kasepu,5.4,129 min,2010,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2745,Malligadu Marriage Bureau,,151 min,2014,13+,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2746,Kevvu Keka,5.4,146 min,2013,13+,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2747,Allari,6.8,129 min,2002,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2748,Apna Sapna Money Money,5.2,133 min,2006,All Ages,,"Bollywood: Comedy, Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2749,Duplicate,5.5,164 min,1998,All Ages,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2750,Baap Re Baap Dokyala Taap,,134 min,2008,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2751,Pandavulu Pandavulu Tummeda,5.6,152 min,2013,13+,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2752,Le Halua Le,6.2,146 min,2012,All Ages,,"Comedy, Romance, World Cinema: Indian",
2753,Good Boy Bad Boy,3.7,114 min,2007,All Ages,,"Bollywood, Comedy, World Cinema: Indian",
2754,Jamai 420,4.9,137 min,2015,18+,,"Comedy, Comedy: Romance, World Cinema: Indian",
2755,Challenge,5.8,134 min,2009,All Ages,CC,"Comedy, Drama, Romance, World Cinema: Indian",English
2756,Sagla Karun Bhagle,,118 min,2011,13+,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2757,Ideachi Kalpana,6.1,124 min,2010,All Ages,,"Comedy: Drama, World Cinema: Indian",
2758,Hero,2.9,152 min,2008,13+,,"Comedy: Drama, Drama: Romance, World Cinema: Indian",
2759,Awara,5.9,150 min,2012,13+,,"Comedy, Romance, Romance: Action/Adventure, World Cinema: Indian",
2760,Michael,5.7,105 min,1996,7+,CC,"Comedy: Drama, Comedy: Sci-Fi/Fantasy, Comedy: Romance",English [CC]
2761,Kushi Kushiga,5.9,147 min,2004,All Ages,,"Comedy: Romance, Drama: Comedy, World Cinema: Indian",
2762,Paglu 2,4.8,141 min,2012,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2763,Beverly Hills Cop III,5.5,104 min,1994,18+,CC,"Comedy: Action/Adventure, Comedy: Crime",
2764,It’s Only Money,6.5,83 min,1962,NR,CC,"Comedy, Drama",English
2765,Aankhen,6.7,168 min,1993,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Action/Adventure, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2766,Lapandav,8.3,136 min,1993,All Ages,,"Comedy, World Cinema: Indian",
2767,Thiru Thiru,,115 min,2005,NR,CC,"Comedy: Drama, World Cinema: Indian",English [CC]
2768,All The Best,5.9,137 min,2012,13+,,"Comedy: Crime, Comedy: Drama, World Cinema: Indian",
2769,Umar Pachpan Ki Dil Bachpan Ka,3.7,149 min,1992,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2770,Lapun Chapun,,117 min,2006,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2771,Limited Manuski,,105 min,1995,All Ages,CC,"Comedy: Drama, World Cinema: Indian",English [CC]
2772,Bharat Ala Parat,,122 min,2007,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2773,Yeh Hai Mumbai Meri Jaan,4.6,130 min,1999,NR,,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2774,Fun Size,5.4,86 min,2012,13+,CC,"Comedy, Comedy: Slapstick",हिन्दी
2775,Ladi Godi,,131 min,2010,All Ages,,"Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2776,Private Benjamin,6.1,109 min,1980,18+,CC,Comedy,
2777,Wayne’s World 2,6.1,94 min,1993,13+,CC,Comedy,English [CC]
2778,Phande Poriya Boga Kande,6.6,166 min,2011,18+,,"Comedy, Comedy: Drama, World Cinema: Indian",
2779,Baba Lagin,,128 min,2008,13+,,"Comedy, World Cinema: Indian",
2780,Hairspray (2007),6.7,116 min,2007,7+,,"Comedy: Musical, Music/Musical: Musical",
2781,Sunayana,6.0,139 min,1979,All Ages,,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2782,Aapko Pehle Bhi Kahin Dekha Hai,5.0,138 min,2003,All Ages,CC,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",English [CC]
2783,Wayne’s World,7.0,94 min,1992,13+,CC,Comedy,
2784,Fred Claus,5.6,115 min,2007,NR,CC,Comedy,English [CC]
2785,Pyare Mohan,3.2,125 min,2006,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2786,Prema Sathi Vattel Te,5.8,142 min,1987,All Ages,,"Comedy: Drama, World Cinema: Indian",
2787,Lakhon Me Ek,6.6,155 min,1971,All Ages,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2788,Sawaal Majha Premacha,,141 min,2006,All Ages,,"Comedy: Drama, Drama: Comedy, World Cinema: Indian",
2789,Andaz,4.4,160 min,1994,All Ages,,"Bollywood: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2790,Heeralal Pannalal,3.6,127 min,1999,13+,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2791,Abhi Toh Main Jawan Hoon,,133 min,1989,All Ages,CC,"Bollywood, Bollywood: Comedy, Comedy, Comedy: Romance, World Cinema: Indian",English [CC]
2792,Ae Dil Hai Mushkil,5.8,155 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2793,Shivaay,6.5,153 min,2016,13+,CC,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
2794,13 Hours: The Secret Soldiers of Benghazi,7.3,144 min,2016,NR,CC,Drama,"English [CC], हिन्दी"
2795,The Conjuring 2,7.4,133 min,2016,18+,CC,"Horror, Thriller",
2796,The Legend of Tarzan,6.3,109 min,2016,13+,CC,Action/Adventure,English [CC]
2797,Sultan,7.2,169 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian",English
2798,Baar Baar Dekho,5.2,135 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian",English
2799,Rock On 2,5.0,141 min,2016,NR,CC,"Drama: Musical, World Cinema: Indian",English [CC]
2800,Wajah Tum Ho,4.3,130 min,2016,18+,CC,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery, World Cinema: Indian",English [CC]
2801,Batman v Superman: Dawn of Justice,6.7,151 min,2016,13+,CC,Action/Adventure: Superheroes,English [CC]
2802,Dil Dhadakne Do,6.8,171 min,2015,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English [CC]
2803,Kapoor & Sons,7.8,137 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English
2804,Humpty Sharma Ki Dulhania,6.0,131 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2805,Mission: Impossible – Rogue Nation,7.4,131 min,2015,13+,CC,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Thriller: Action/Adventure",हिन्दी
2806,Detective Byomkesh Bakshy,7.7,138 min,2015,16+,CC,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Crime, Thriller: Mystery, World Cinema: Indian",English
2807,Ae Dil Hai Mushkil,5.8,155 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2808,Shivaay,6.5,153 min,2016,13+,CC,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian",English
2809,Sultan,7.2,169 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian",English
2810,Baar Baar Dekho,5.2,135 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian",English
2811,Wajah Tum Ho,4.3,130 min,2016,18+,CC,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery, World Cinema: Indian",English [CC]
2812,Dil Dhadakne Do,6.8,171 min,2015,13+,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English [CC]
2813,Kapoor & Sons,7.8,137 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English
2814,Humpty Sharma Ki Dulhania,6.0,131 min,2014,13+,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2815,Detective Byomkesh Bakshy,7.7,138 min,2015,16+,CC,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Crime, Thriller: Mystery, World Cinema: Indian",English
2816,Dum Laga Ke Haisha,7.5,110 min,2015,NR,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
2817,Fan,7.3,138 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Crime, Thriller: Drama, World Cinema: Indian",English
2818,Tum Bin II,4.9,140 min,2016,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2819,Yeh Jawaani Hai Deewani,7.0,160 min,2013,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2820,Sarbjit,7.3,126 min,2016,13+,CC,"Bollywood: Drama, Drama: Biography, Drama: Bollywood, Drama: Historical, Drama: Political, World Cinema: Indian",English [CC]
2821,Student Of The Year,5.5,145 min,2012,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2822,Hamari Adhuri Kahani,6.6,128 min,2015,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2823,Piku,7.6,117 min,2015,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
2824,Ab…Bas,3.4,138 min,2004,18+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, World Cinema: Indian",English
2825,Zindagi Na Milegi Dobara,8.1,153 min,2011,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",English
2826,Ladies vs Ricky Bahl,6.0,139 min,2011,13+,CC,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian",English
2827,Rocket Singh Salesman of the Year,7.5,154 min,2009,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
2828,Shaandaar,3.6,142 min,2015,13+,CC,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",English
2829,Love Games,4.3,108 min,2016,18+,CC,"Bollywood: Drama, Bollywood: Thriller, Drama: Bollywood, Drama: Mature, Drama: Thriller, Thriller: Crime, World Cinema: Indian",English [CC]
2830,Lakshya,7.9,177 min,2004,NR,CC,"Bollywood: Drama, Drama: Bollywood, Drama: War, World Cinema: Indian",English
2831,Brothers,6.7,155 min,2015,13+,CC,"Bollywood: Drama, Drama: Bollywood, Sport: Boxing, World Cinema: Indian",English
2832,Chak De India,8.3,148 min,2007,7+,,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Sport, World Cinema: Indian",
2833,Dil Chahta Hai,8.2,183 min,2001,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian",
2834,Titli,7.6,111 min,2015,18+,,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",
2835,Badmaash Company,6.0,141 min,2010,13+,,"Bollywood, Bollywood: Drama, Drama, Drama: Crime, Drama: Romance, World Cinema: Indian",
2836,Bewakoofiyaan,5.5,117 min,2014,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Comedy: Romance, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2837,Andaz Apna Apna,8.4,153 min,1994,All Ages,,"Bollywood: Comedy, Bollywood: Romance, Comedy, Romance, World Cinema: Indian",
2838,Raaz Reboot,4.5,127 min,2016,18+,CC,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian",English
2839,Junooniyat,4.3,122 min,2016,All Ages,CC,"Bollywood: Romance, Romance: Drama, World Cinema: Indian",English [CC]
2840,Talaash,7.3,138 min,2012,13+,CC,"Bollywood: Thriller, Thriller: Drama, Thriller: Mystery, World Cinema: Indian",English
2841,Jab Tak Hai Jaan,6.9,176 min,2012,13+,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",English
2842,Hasee Toh Phasee,6.9,134 min,2014,13+,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2843,Murder,5.4,128 min,2004,NR,,"Bollywood: Thriller, Bollywood: Romance, Romance: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian",
2844,Band Baaja Baaraat,7.3,139 min,2010,7+,,"Bollywood, Bollywood: Comedy, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2845,Shor Se Shuruaat,7.3,122 min,2016,13+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English [CC]
2846,Luv Ka The End,4.8,106 min,2011,NR,,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",
2847,Don 2,7.1,145 min,2011,13+,CC,"Action/Adventure: Crime, Bollywood: Action/Adventure, World Cinema: Indian",English
2848,Dostana,6.5,142 min,2008,13+,,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2849,Bachna Ae Haseeno,6.2,152 min,2008,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Romance: Drama, World Cinema: Indian",
2850,Gippi,5.6,93 min,2013,13+,,"Bollywood: Comedy, Bollywood: Drama, Drama: Bollywood, Teen: Comedy, Teen: Drama, World Cinema: Indian",
2851,Shuddh Desi Romance,5.8,126 min,2013,13+,CC,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",English
2852,Darling,3.8,126 min,2007,18+,CC,"Bollywood: Horror, Horror: Ghosts/Supernatural, World Cinema: Indian",English
2853,Rab Ne Bana Di Jodi,7.2,163 min,2008,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",
2854,Hum Tum,7.1,142 min,2004,7+,,"Bollywood: Comedy, Bollywood: Drama, Bollywood: Romance, Comedy: Drama, Romance: Drama, World Cinema: Indian",
2855,Fukrey,6.9,135 min,2013,13+,CC,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian",English
2856,Salaam Namaste,6.2,158 min,2005,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Comedy, Romance, World Cinema: Indian",
2857,Citylights,7.2,126 min,2014,13+,CC,"Bollywood, Bollywood: Drama, Drama, Drama: Bollywood, Drama: Crime, Drama: Thriller, World Cinema: Indian",English
2858,Daawat-e-Ishq,6.2,118 min,2014,7+,CC,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian",English
2859,Mujhse Fraaandship Karoge,7.0,104 min,2011,NR,,"Bollywood: Romance, Romance: Comedy, Romance: Drama, World Cinema: Indian",
2860,Dhoom:3,5.4,170 min,2013,13+,CC,"Action/Adventure: Crime, Action/Adventure: Thriller, Bollywood: Action/Adventure, World Cinema: Indian",English
2861,Veer Zaara,7.9,192 min,2004,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2862,Ek Tha Tiger,5.4,132 min,2012,13+,CC,"Action/Adventure: Espionage & Spies, Bollywood: Action/Adventure, Bollywood: Romance, Romance: Action/Adventure, World Cinema: Indian",English
2863,Phas Gaye Re Obama,7.5,115 min,2010,18+,CC,"Bollywood: Comedy, Comedy: Crime, World Cinema: Indian",English [CC]
2864,Neal n Nikki,3.3,101 min,2005,13+,,"Bollywood: Comedy, Comedy: Drama, Comedy: Romance, World Cinema: Indian",
2865,Kabhi Alvida Naa Kehna,6.1,191 min,2006,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2866,Shahid,8.3,112 min,2013,13+,CC,"Bollywood: Drama, Drama: Biography, Drama: Bollywood, Drama: Political, World Cinema: Indian",English
2867,Dilwale Dulhania Le Jayenge,8.2,189 min,1995,7+,CC,"Bollywood, Bollywood: Romance, Romance, Romance: Drama, World Cinema: Indian","English (India), English (US)"
2868,Kamla Ki Maut,7.5,94 min,1989,18+,CC,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian",English [CC]
2869,Ta Ra Rum Pum,5.5,155 min,2007,7+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Romance, World Cinema: Indian",
2870,Dhoom:2,6.4,151 min,2006,13+,CC,"Action/Adventure, Action/Adventure: Crime, Bollywood, Bollywood: Action/Adventure, World Cinema: Indian",English
2871,New York,6.8,151 min,2009,13+,,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, World Cinema: Indian",
2872,Bangistan,4.6,132 min,2015,13+,,"Bollywood: Comedy, Comedy: Crime, Comedy: Drama, World Cinema: Indian",
2873,Murder 3,4.8,123 min,2013,13+,,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Drama, World Cinema: Indian",
2874,Kabul Express,6.9,104 min,2006,16+,,"Bollywood: Action/Adventure, World Cinema: Indian",
2875,Kal Ho Naa Ho,8.0,187 min,2003,All Ages,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian",
2876,Krazzy 4,4.1,109 min,2008,13+,CC,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",English
2877,Pyaar Impossible,4.7,140 min,2010,7+,,"Bollywood: Comedy, Bollywood: Romance, Comedy: Romance, Romance: Drama, World Cinema: Indian",
2878,Fanaa,7.2,168 min,2006,13+,,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian",
2879,Mere Brother Ki Dulhan,5.9,139 min,2011,13+,,"Bollywood: Comedy, Bollywood: Romance, Comedy: Drama, Comedy: Romance, Romance: Drama, World Cinema: Indian",
2880,Darr@ The Mall,5.0,115 min,2014,13+,,"Bollywood: Horror, Bollywood: Thriller, Horror: Ghosts/Supernatural, Horror: Thriller, Thriller: Horror, World Cinema: Indian",
2881,Thoda Pyaar Thoda Magic,4.9,136 min,2008,7+,,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian",
2882,Gori Tere Pyaar Mein,5.0,144 min,2013,13+,,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian",
2883,Kites,6.1,117 min,2010,13+,CC,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English
2884,Prem Ratan Dhan Payo,4.8,163 min,2015,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, World Cinema: Indian",English [CC]
2885,Mere Dad Ki Maruti,6.5,101 min,2013,NR,,"Bollywood: Comedy, Comedy: Drama, World Cinema: Indian",
2886,Patiala House,5.9,140 min,2011,All Ages,CC,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, Sport: Cricket, World Cinema: Indian",English
